Date Day Date2 T.Max Smx T.Min Smn Rain Srn Evap Sev Radn Ssl VP Svp RHmaxT RHminT FAO56
20160214 5889.0 14-02-2016 NULL NULL NULL NULL 3.6 NULL 2.96863398381723 NULL NULL NULL NULL NULL NULL NULL NULL
20160215 5890.0 15-02-2016 NULL NULL NULL NULL 0.0 NULL 2.969585911470728 NULL NULL NULL NULL NULL NULL NULL NULL
20160216 5891.0 16-02-2016 NULL NULL NULL NULL 0.0 NULL 2.9705378391242263 NULL NULL NULL NULL NULL NULL NULL NULL
20160217 5892.0 17-02-2016 NULL NULL NULL NULL 0.6 NULL 2.971489766777725 NULL NULL NULL NULL NULL NULL NULL NULL
20160218 5893.0 18-02-2016 NULL NULL NULL NULL 6.6 NULL 2.9724416944312235 NULL NULL NULL NULL NULL NULL NULL NULL
20160219 5894.0 19-02-2016 NULL NULL NULL NULL 0.0 NULL 2.9733936220847217 NULL NULL NULL NULL NULL NULL NULL NULL
20160220 5895.0 20-02-2016 NULL NULL NULL NULL 1.4 NULL 2.97434554973822 NULL NULL NULL NULL NULL NULL NULL NULL
20160221 5896.0 21-02-2016 NULL NULL NULL NULL 0.0 NULL 2.9752974773917185 NULL NULL NULL NULL NULL NULL NULL NULL
20160222 5897.0 22-02-2016 NULL NULL NULL NULL 0.0 NULL 2.9762494050452166 NULL NULL NULL NULL NULL NULL NULL NULL
20160223 5898.0 23-02-2016 NULL NULL NULL NULL 0.2 NULL 2.977201332698715 NULL NULL NULL NULL NULL NULL NULL NULL
20160224 5899.0 24-02-2016 NULL NULL NULL NULL 0.4 NULL 2.9781532603522134 NULL NULL NULL NULL NULL NULL NULL NULL
20160225 5900.0 25-02-2016 NULL NULL NULL NULL 0.0 NULL 2.9791051880057116 NULL NULL NULL NULL NULL NULL NULL NULL
20160226 5901.0 26-02-2016 NULL NULL NULL NULL 12.8 NULL 2.9800571156592097 NULL NULL NULL NULL NULL NULL NULL NULL
20160227 5902.0 27-02-2016 NULL NULL NULL NULL 6.2 NULL 2.9810090433127083 NULL NULL NULL NULL NULL NULL NULL NULL
20160228 5903.0 28-02-2016 NULL NULL NULL NULL 0.0 NULL 2.9819609709662065 NULL NULL NULL NULL NULL NULL NULL NULL
20160229 5904.0 29-02-2016 NULL NULL NULL NULL 0.0 NULL 2.9829128986197047 NULL NULL NULL NULL NULL NULL NULL NULL
20160301 5905.0 01-03-2016 NULL NULL NULL NULL 0.0 NULL 2.9838648262732033 NULL NULL NULL NULL NULL NULL NULL NULL
20160302 5906.0 02-03-2016 NULL NULL NULL NULL 0.0 NULL 2.984816753926702 NULL NULL NULL NULL NULL NULL NULL NULL
20160303 5907.0 03-03-2016 NULL NULL NULL NULL 0.0 NULL 2.9857686815802 NULL NULL NULL NULL NULL NULL NULL NULL
20160304 5908.0 04-03-2016 NULL NULL NULL NULL 0.0 NULL 2.986720609233698 NULL NULL NULL NULL NULL NULL NULL NULL
20160305 5909.0 05-03-2016 NULL NULL NULL NULL 0.0 NULL 2.987672536887197 NULL NULL NULL NULL NULL NULL NULL NULL
20160306 5910.0 06-03-2016 NULL NULL NULL NULL 0.0 NULL 2.988624464540695 NULL NULL NULL NULL NULL NULL NULL NULL
20160307 5911.0 07-03-2016 NULL NULL NULL NULL 0.6 NULL 2.989576392194193 NULL NULL NULL NULL NULL NULL NULL NULL
20160308 5912.0 08-03-2016 NULL NULL NULL NULL 0.0 NULL 2.9905283198476917 NULL NULL NULL NULL NULL NULL NULL NULL
20160309 5913.0 09-03-2016 NULL NULL NULL NULL 0.0 NULL 2.99148024750119 NULL NULL NULL NULL NULL NULL NULL NULL
20160310 5914.0 10-03-2016 NULL NULL NULL NULL 0.0 NULL 2.992432175154688 NULL NULL NULL NULL NULL NULL NULL NULL
20160311 5915.0 11-03-2016 NULL NULL NULL NULL 0.0 NULL 2.9933841028081867 NULL NULL NULL NULL NULL NULL NULL NULL
20160312 5916.0 12-03-2016 NULL NULL NULL NULL 0.0 NULL 2.994336030461685 NULL NULL NULL NULL NULL NULL NULL NULL
20160313 5917.0 13-03-2016 NULL NULL NULL NULL 0.0 NULL 2.995287958115183 NULL NULL NULL NULL NULL NULL NULL NULL
20160314 5918.0 14-03-2016 NULL NULL NULL NULL 0.0 NULL 2.9962398857686816 NULL NULL NULL NULL NULL NULL NULL NULL
20160315 5919.0 15-03-2016 NULL NULL NULL NULL 3.6 NULL 2.99719181342218 NULL NULL NULL NULL NULL NULL NULL NULL
20160316 5920.0 16-03-2016 NULL NULL NULL NULL 0.2 NULL 2.9981437410756784 NULL NULL NULL NULL NULL NULL NULL NULL
20160317 5921.0 17-03-2016 NULL NULL NULL NULL 0.0 NULL 2.9990956687291765 NULL NULL NULL NULL NULL NULL NULL NULL
20160318 5922.0 18-03-2016 NULL NULL NULL NULL 5.2 NULL 3.000047596382675 NULL NULL NULL NULL NULL NULL NULL NULL
20160319 5923.0 19-03-2016 NULL NULL NULL NULL 0.2 NULL 3.0009995240361733 NULL NULL NULL NULL NULL NULL NULL NULL
20160320 5924.0 20-03-2016 NULL NULL NULL NULL 0.8 NULL 3.0019514516896715 NULL NULL NULL NULL NULL NULL NULL NULL
20160321 5925.0 21-03-2016 NULL NULL NULL NULL 1.6 NULL 3.00290337934317 NULL NULL NULL NULL NULL NULL NULL NULL
20160322 5926.0 22-03-2016 NULL NULL NULL NULL 3.0 NULL 3.0038553069966683 NULL NULL NULL NULL NULL NULL NULL NULL
20160323 5927.0 23-03-2016 NULL NULL NULL NULL 0.0 NULL 3.0048072346501664 NULL NULL NULL NULL NULL NULL NULL NULL
20160324 5928.0 24-03-2016 NULL NULL NULL NULL 0.0 NULL 3.005759162303665 NULL NULL NULL NULL NULL NULL NULL NULL
20160325 5929.0 25-03-2016 NULL NULL NULL NULL 0.0 NULL 3.006711089957163 NULL NULL NULL NULL NULL NULL NULL NULL
20160326 5930.0 26-03-2016 NULL NULL NULL NULL 0.6 NULL 3.0076630176106613 NULL NULL NULL NULL NULL NULL NULL NULL
20160327 5931.0 27-03-2016 NULL NULL NULL NULL 0.4 NULL 3.00861494526416 NULL NULL NULL NULL NULL NULL NULL NULL
20160328 5932.0 28-03-2016 NULL NULL NULL NULL 0.0 NULL 3.0095668729176586 NULL NULL NULL NULL NULL NULL NULL NULL
20160329 5933.0 29-03-2016 NULL NULL NULL NULL 0.0 NULL 3.0105188005711567 NULL NULL NULL NULL NULL NULL NULL NULL
20160330 5934.0 30-03-2016 NULL NULL NULL NULL 0.2 NULL 3.011470728224655 NULL NULL NULL NULL NULL NULL NULL NULL
20160331 5935.0 31-03-2016 NULL NULL NULL NULL 0.0 NULL 3.0124226558781535 NULL NULL NULL NULL NULL NULL NULL NULL
20160401 5936.0 01-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0133745835316517 NULL NULL NULL NULL NULL NULL NULL NULL
20160402 5937.0 02-04-2016 NULL NULL NULL NULL 0.0 NULL 3.01432651118515 NULL NULL NULL NULL NULL NULL NULL NULL
20160403 5938.0 03-04-2016 NULL NULL NULL NULL 0.6 NULL 3.0152784388386484 NULL NULL NULL NULL NULL NULL NULL NULL
20160404 5939.0 04-04-2016 NULL NULL NULL NULL 8.2 NULL 3.0162303664921466 NULL NULL NULL NULL NULL NULL NULL NULL
20160405 5940.0 05-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0171822941456448 NULL NULL NULL NULL NULL NULL NULL NULL
20160406 5941.0 06-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0181342217991434 NULL NULL NULL NULL NULL NULL NULL NULL
20160407 5942.0 07-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0190861494526415 NULL NULL NULL NULL NULL NULL NULL NULL
20160408 5943.0 08-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0200380771061397 NULL NULL NULL NULL NULL NULL NULL NULL
20160409 5944.0 09-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0209900047596383 NULL NULL NULL NULL NULL NULL NULL NULL
20160410 5945.0 10-04-2016 NULL NULL NULL NULL 0.0 NULL 3.021941932413137 NULL NULL NULL NULL NULL NULL NULL NULL
20160411 5946.0 11-04-2016 NULL NULL NULL NULL 7.8 NULL 3.0228938600666346 NULL NULL NULL NULL NULL NULL NULL NULL
20160412 5947.0 12-04-2016 NULL NULL NULL NULL 7.2 NULL 3.0238457877201332 NULL NULL NULL NULL NULL NULL NULL NULL
20160413 5948.0 13-04-2016 NULL NULL NULL NULL 1.8 NULL 3.024797715373632 NULL NULL NULL NULL NULL NULL NULL NULL
20160414 5949.0 14-04-2016 NULL NULL NULL NULL 0.0 NULL 3.02574964302713 NULL NULL NULL NULL NULL NULL NULL NULL
20160415 5950.0 15-04-2016 NULL NULL NULL NULL 8.2 NULL 3.026701570680628 NULL NULL NULL NULL NULL NULL NULL NULL
20160416 5951.0 16-04-2016 NULL NULL NULL NULL 1.4 NULL 3.027653498334127 NULL NULL NULL NULL NULL NULL NULL NULL
20160417 5952.0 17-04-2016 NULL NULL NULL NULL 0.2 NULL 3.028605425987625 NULL NULL NULL NULL NULL NULL NULL NULL
20160418 5953.0 18-04-2016 NULL NULL NULL NULL 0.0 NULL 3.029557353641123 NULL NULL NULL NULL NULL NULL NULL NULL
20160419 5954.0 19-04-2016 NULL NULL NULL NULL 9.8 NULL 3.0305092812946217 NULL NULL NULL NULL NULL NULL NULL NULL
20160420 5955.0 20-04-2016 NULL NULL NULL NULL 10.0 NULL 3.03146120894812 NULL NULL NULL NULL NULL NULL NULL NULL
20160421 5956.0 21-04-2016 NULL NULL NULL NULL 0.2 NULL 3.032413136601618 NULL NULL NULL NULL NULL NULL NULL NULL
20160422 5957.0 22-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0333650642551166 NULL NULL NULL NULL NULL NULL NULL NULL
20160423 5958.0 23-04-2016 NULL NULL NULL NULL 0.2 NULL 3.0343169919086153 NULL NULL NULL NULL NULL NULL NULL NULL
20160424 5959.0 24-04-2016 NULL NULL NULL NULL 0.0 NULL 3.035268919562113 NULL NULL NULL NULL NULL NULL NULL NULL
20160425 5960.0 25-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0362208472156116 NULL NULL NULL NULL NULL NULL NULL NULL
20160426 5961.0 26-04-2016 NULL NULL NULL NULL 0.0 NULL 3.03717277486911 NULL NULL NULL NULL NULL NULL NULL NULL
20160427 5962.0 27-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0381247025226084 NULL NULL NULL NULL NULL NULL NULL NULL
20160428 5963.0 28-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0390766301761065 NULL NULL NULL NULL NULL NULL NULL NULL
20160429 5964.0 29-04-2016 NULL NULL NULL NULL 0.0 NULL 3.040028557829605 NULL NULL NULL NULL NULL NULL NULL NULL
20160430 5965.0 30-04-2016 NULL NULL NULL NULL 0.0 NULL 3.0409804854831033 NULL NULL NULL NULL NULL NULL NULL NULL
20160501 5966.0 01-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0419324131366015 NULL NULL NULL NULL NULL NULL NULL NULL
20160502 5967.0 02-05-2016 NULL NULL NULL NULL 0.2 NULL 3.0428843407901 NULL NULL NULL NULL NULL NULL NULL NULL
20160503 5968.0 03-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0438362684435982 NULL NULL NULL NULL NULL NULL NULL NULL
20160504 5969.0 04-05-2016 NULL NULL NULL NULL 0.4 NULL 3.0447881960970964 NULL NULL NULL NULL NULL NULL NULL NULL
20160505 5970.0 05-05-2016 NULL NULL NULL NULL 64.8 NULL 3.045740123750595 NULL NULL NULL NULL NULL NULL NULL NULL
20160506 5971.0 06-05-2016 NULL NULL NULL NULL 3.8 NULL 3.0466920514040936 NULL NULL NULL NULL NULL NULL NULL NULL
20160507 5972.0 07-05-2016 NULL NULL NULL NULL 55.0 NULL 3.0476439790575913 NULL NULL NULL NULL NULL NULL NULL NULL
20160508 5973.0 08-05-2016 NULL NULL NULL NULL 16.2 NULL 3.04859590671109 NULL NULL NULL NULL NULL NULL NULL NULL
20160509 5974.0 09-05-2016 NULL NULL NULL NULL 1.6 NULL 3.0495478343645885 NULL NULL NULL NULL NULL NULL NULL NULL
20160510 5975.0 10-05-2016 NULL NULL NULL NULL 16.0 NULL 3.0504997620180867 NULL NULL NULL NULL NULL NULL NULL NULL
20160511 5976.0 11-05-2016 NULL NULL NULL NULL 26.6 NULL 3.051451689671585 NULL NULL NULL NULL NULL NULL NULL NULL
20160512 5977.0 12-05-2016 NULL NULL NULL NULL 4.8 NULL 3.0524036173250835 NULL NULL NULL NULL NULL NULL NULL NULL
20160513 5978.0 13-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0533555449785816 NULL NULL NULL NULL NULL NULL NULL NULL
20160514 5979.0 14-05-2016 NULL NULL NULL NULL 0.0 NULL 3.05430747263208 NULL NULL NULL NULL NULL NULL NULL NULL
20160515 5980.0 15-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0552594002855784 NULL NULL NULL NULL NULL NULL NULL NULL
20160516 5981.0 16-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0562113279390766 NULL NULL NULL NULL NULL NULL NULL NULL
20160517 5982.0 17-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0571632555925747 NULL NULL NULL NULL NULL NULL NULL NULL
20160518 5983.0 18-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0581151832460733 NULL NULL NULL NULL NULL NULL NULL NULL
20160519 5984.0 19-05-2016 NULL NULL NULL NULL 0.0 NULL 3.059067110899572 NULL NULL NULL NULL NULL NULL NULL NULL
20160520 5985.0 20-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0600190385530697 NULL NULL NULL NULL NULL NULL NULL NULL
20160521 5986.0 21-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0609709662065683 NULL NULL NULL NULL NULL NULL NULL NULL
20160522 5987.0 22-05-2016 NULL NULL NULL NULL 0.0 NULL 3.061922893860067 NULL NULL NULL NULL NULL NULL NULL NULL
20160523 5988.0 23-05-2016 NULL NULL NULL NULL 0.0 NULL 3.062874821513565 NULL NULL NULL NULL NULL NULL NULL NULL
20160524 5989.0 24-05-2016 NULL NULL NULL NULL 0.0 NULL 3.063826749167063 NULL NULL NULL NULL NULL NULL NULL NULL
20160525 5990.0 25-05-2016 NULL NULL NULL NULL 0.0 NULL 3.064778676820562 NULL NULL NULL NULL NULL NULL NULL NULL
20160526 5991.0 26-05-2016 NULL NULL NULL NULL 0.0 NULL 3.06573060447406 NULL NULL NULL NULL NULL NULL NULL NULL
20160527 5992.0 27-05-2016 NULL NULL NULL NULL 0.0 NULL 3.066682532127558 NULL NULL NULL NULL NULL NULL NULL NULL
20160528 5993.0 28-05-2016 NULL NULL NULL NULL 13.0 NULL 3.0676344597810568 NULL NULL NULL NULL NULL NULL NULL NULL
20160529 5994.0 29-05-2016 NULL NULL NULL NULL 0.0 NULL 3.068586387434555 NULL NULL NULL NULL NULL NULL NULL NULL
20160530 5995.0 30-05-2016 NULL NULL NULL NULL 0.0 NULL 3.069538315088053 NULL NULL NULL NULL NULL NULL NULL NULL
20160531 5996.0 31-05-2016 NULL NULL NULL NULL 0.0 NULL 3.0704902427415517 NULL NULL NULL NULL NULL NULL NULL NULL
20160601 5997.0 01-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0714421703950503 NULL NULL NULL NULL NULL NULL NULL NULL
20160602 5998.0 02-06-2016 NULL NULL NULL NULL 0.0 NULL 3.072394098048548 NULL NULL NULL NULL NULL NULL NULL NULL
20160603 5999.0 03-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0733460257020466 NULL NULL NULL NULL NULL NULL NULL NULL
20160604 6000.0 04-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0742979533555452 NULL NULL NULL NULL NULL NULL NULL NULL
20160605 6001.0 05-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0752498810090434 NULL NULL NULL NULL NULL NULL NULL NULL
20160606 6002.0 06-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0762018086625416 NULL NULL NULL NULL NULL NULL NULL NULL
20160607 6003.0 07-06-2016 NULL NULL NULL NULL 0.0 NULL 3.07715373631604 NULL NULL NULL NULL NULL NULL NULL NULL
20160608 6004.0 08-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0781056639695383 NULL NULL NULL NULL NULL NULL NULL NULL
20160609 6005.0 09-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0790575916230365 NULL NULL NULL NULL NULL NULL NULL NULL
20160610 6006.0 10-06-2016 NULL NULL NULL NULL 0.0 NULL 3.080009519276535 NULL NULL NULL NULL NULL NULL NULL NULL
20160611 6007.0 11-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0809614469300333 NULL NULL NULL NULL NULL NULL NULL NULL
20160612 6008.0 12-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0819133745835314 NULL NULL NULL NULL NULL NULL NULL NULL
20160613 6009.0 13-06-2016 NULL NULL NULL NULL 0.0 NULL 3.08286530223703 NULL NULL NULL NULL NULL NULL NULL NULL
20160614 6010.0 14-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0838172298905286 NULL NULL NULL NULL NULL NULL NULL NULL
20160615 6011.0 15-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0847691575440264 NULL NULL NULL NULL NULL NULL NULL NULL
20160616 6012.0 16-06-2016 NULL NULL NULL NULL 0.0 NULL 3.085721085197525 NULL NULL NULL NULL NULL NULL NULL NULL
20160617 6013.0 17-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0866730128510236 NULL NULL NULL NULL NULL NULL NULL NULL
20160618 6014.0 18-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0876249405045217 NULL NULL NULL NULL NULL NULL NULL NULL
20160619 6015.0 19-06-2016 NULL NULL NULL NULL 0.0 NULL 3.08857686815802 NULL NULL NULL NULL NULL NULL NULL NULL
20160620 6016.0 20-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0895287958115185 NULL NULL NULL NULL NULL NULL NULL NULL
20160621 6017.0 21-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0904807234650167 NULL NULL NULL NULL NULL NULL NULL NULL
20160622 6018.0 22-06-2016 NULL NULL NULL NULL 0.0 NULL 3.091432651118515 NULL NULL NULL NULL NULL NULL NULL NULL
20160623 6019.0 23-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0923845787720134 NULL NULL NULL NULL NULL NULL NULL NULL
20160624 6020.0 24-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0933365064255116 NULL NULL NULL NULL NULL NULL NULL NULL
20160625 6021.0 25-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0942884340790098 NULL NULL NULL NULL NULL NULL NULL NULL
20160626 6022.0 26-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0952403617325084 NULL NULL NULL NULL NULL NULL NULL NULL
20160627 6023.0 27-06-2016 NULL NULL NULL NULL 0.0 NULL 3.096192289386007 NULL NULL NULL NULL NULL NULL NULL NULL
20160628 6024.0 28-06-2016 NULL NULL NULL NULL 0.2 NULL 3.0971442170395047 NULL NULL NULL NULL NULL NULL NULL NULL
20160629 6025.0 29-06-2016 NULL NULL NULL NULL 0.0 NULL 3.0980961446930033 NULL NULL NULL NULL NULL NULL NULL NULL
20160630 6026.0 30-06-2016 NULL NULL NULL NULL 0.0 NULL 3.099048072346502 NULL NULL NULL NULL NULL NULL NULL NULL
20160701 6027.0 01-07-2016 NULL NULL NULL NULL 0.0 NULL 3.1 NULL NULL NULL NULL NULL NULL NULL NULL
20160702 6028.0 02-07-2016 NULL NULL NULL NULL 0.0 NULL 2.6 NULL NULL NULL NULL NULL NULL NULL NULL
20160703 6029.0 03-07-2016 NULL NULL NULL NULL 0.0 NULL 3.4 NULL NULL NULL NULL NULL NULL NULL NULL
20160704 6030.0 04-07-2016 NULL NULL NULL NULL 0.0 NULL 1.7 NULL NULL NULL NULL NULL NULL NULL NULL
20160705 6031.0 05-07-2016 NULL NULL NULL NULL 0.0 NULL 2.7 NULL NULL NULL NULL NULL NULL NULL NULL
20160706 6032.0 06-07-2016 NULL NULL NULL NULL 0.0 NULL 1.3 NULL NULL NULL NULL NULL NULL NULL NULL
20160707 6033.0 07-07-2016 NULL NULL NULL NULL 0.0 NULL 2.8 NULL NULL NULL NULL NULL NULL NULL NULL
20160708 6034.0 08-07-2016 NULL NULL NULL NULL 0.0 NULL 2.5 NULL NULL NULL NULL NULL NULL NULL NULL
20160709 6035.0 09-07-2016 NULL NULL NULL NULL 0.0 NULL 1.6 NULL NULL NULL NULL NULL NULL NULL NULL
20160710 6036.0 10-07-2016 NULL NULL NULL NULL 0.0 NULL 2.8 NULL NULL NULL NULL NULL NULL NULL NULL
20160711 6037.0 11-07-2016 NULL NULL NULL NULL 0.0 NULL 2.8 NULL NULL NULL NULL NULL NULL NULL NULL
20160712 6038.0 12-07-2016 NULL NULL NULL NULL 0.0 NULL 3.7 NULL NULL NULL NULL NULL NULL NULL NULL
20160713 6039.0 13-07-2016 NULL NULL NULL NULL 0.0 NULL 3.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160714 6040.0 14-07-2016 NULL NULL NULL NULL 0.0 NULL 3.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160715 6041.0 15-07-2016 NULL NULL NULL NULL 0.0 NULL 3.0 NULL NULL NULL NULL NULL NULL NULL NULL
20160716 6042.0 16-07-2016 NULL NULL NULL NULL 0.0 NULL 3.0 NULL NULL NULL NULL NULL NULL NULL NULL
20160717 6043.0 17-07-2016 NULL NULL NULL NULL 0.0 NULL 2.7 NULL NULL NULL NULL NULL NULL NULL NULL
20160718 6044.0 18-07-2016 NULL NULL NULL NULL 0.0 NULL 2.8 NULL NULL NULL NULL NULL NULL NULL NULL
20160719 6045.0 19-07-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160720 6046.0 20-07-2016 NULL NULL NULL NULL 0.0 NULL 2.1 NULL NULL NULL NULL NULL NULL NULL NULL
20160721 6047.0 21-07-2016 NULL NULL NULL NULL 0.0 NULL 2.3 NULL NULL NULL NULL NULL NULL NULL NULL
20160722 6048.0 22-07-2016 NULL NULL NULL NULL 0.0 NULL 2.5 NULL NULL NULL NULL NULL NULL NULL NULL
20160723 6049.0 23-07-2016 NULL NULL NULL NULL 0.0 NULL 3.0 NULL NULL NULL NULL NULL NULL NULL NULL
20160724 6050.0 24-07-2016 NULL NULL NULL NULL 0.0 NULL 2.4 NULL NULL NULL NULL NULL NULL NULL NULL
20160725 6051.0 25-07-2016 NULL NULL NULL NULL 0.0 NULL 2.7 NULL NULL NULL NULL NULL NULL NULL NULL
20160726 6052.0 26-07-2016 NULL NULL NULL NULL 0.0 NULL 2.4 NULL NULL NULL NULL NULL NULL NULL NULL
20160727 6053.0 27-07-2016 NULL NULL NULL NULL 0.0 NULL 2.6 NULL NULL NULL NULL NULL NULL NULL NULL
20160728 6054.0 28-07-2016 NULL NULL NULL NULL 0.0 NULL 1.8 NULL NULL NULL NULL NULL NULL NULL NULL
20160729 6055.0 29-07-2016 NULL NULL NULL NULL 0.0 NULL 1.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160730 6056.0 30-07-2016 NULL NULL NULL NULL 0.0 NULL 1.0 NULL NULL NULL NULL NULL NULL NULL NULL
20160731 6057.0 31-07-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160801 6058.0 01-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160802 6059.0 02-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160803 6060.0 03-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160804 6061.0 04-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160805 6062.0 05-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160806 6063.0 06-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160807 6064.0 07-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160808 6065.0 08-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160809 6066.0 09-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160810 6067.0 10-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160811 6068.0 11-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160812 6069.0 12-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160813 6070.0 13-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160814 6071.0 14-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160815 6072.0 15-08-2016 NULL NULL NULL NULL 1.6 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160816 6073.0 16-08-2016 NULL NULL NULL NULL 0.2 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160817 6074.0 17-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160818 6075.0 18-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160819 6076.0 19-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160820 6077.0 20-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160821 6078.0 21-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160822 6079.0 22-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160823 6080.0 23-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160824 6081.0 24-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160825 6082.0 25-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160826 6083.0 26-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160827 6084.0 27-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160828 6085.0 28-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160829 6086.0 29-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160830 6087.0 30-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160831 6088.0 31-08-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20160901 6089.0 01-09-2016 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
